sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-04_14:49:16_989 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
443,1694950809,-2.929672,-14.067248,-2.191683,-94.531654,-214.676163,275.616821,0.522237,-0.243500,0.814359,-0.069258,
444,1694967476,-2.826622,-11.713310,-0.891265,-85.407127,-214.852341,278.305450,0.546563,-0.219231,0.807636,-0.030512,
445,1694984143,-2.651529,-10.536920,-0.370064,-94.472862,-212.804459,281.505341,0.568878,-0.194721,0.798981,0.009542,
446,1695000810,-2.212372,-9.570551,0.609115,-95.982979,-211.192444,281.515442,0.589394,-0.169824,0.788230,0.049679,
447,1695017477,-2.467107,-8.656231,1.133420,-89.648697,-208.369858,277.719025,0.608180,-0.144407,0.775515,0.088543,
448,1695034144,-2.951446,-7.768858,1.329865,-91.248947,-203.703339,273.046539,0.624882,-0.119366,0.761044,0.126833,
449,1695050811,-2.601701,-7.281892,1.626167,-102.917084,-200.098160,268.938232,0.639465,-0.095629,0.744648,0.165648,
450,1695067478,-1.604142,-6.741691,2.182647,-103.262413,-202.308640,262.812714,0.652823,-0.072322,0.726060,0.203541,
451,1695084145,-1.260089,-5.341163,2.286184,-68.823051,-205.842209,252.550125,0.665664,-0.046581,0.706291,0.236380,
452,1695100812,-1.089827,-2.948503,2.738014,-40.201714,-203.332458,242.088303,0.677348,-0.019153,0.686107,0.264744,
453,1695117479,-0.917694,-0.858598,3.204503,-48.487793,-195.559189,236.362122,0.687077,0.006608,0.664930,0.292830,
454,1695134146,-1.677469,-0.146012,3.448370,-66.199081,-185.331085,231.612396,0.694697,0.029678,0.642710,0.321621,
455,1695150813,-1.862975,0.015444,3.913615,-69.138962,-175.155701,226.516006,0.700327,0.051432,0.620195,0.349650,
456,1695167480,-1.563721,0.795990,4.400590,-63.596561,-163.726700,221.682053,0.703921,0.072633,0.598076,0.376198,
457,1695184147,-1.224371,1.823612,5.239322,-67.426010,-150.276627,218.556442,0.705426,0.092309,0.576182,0.402328,
458,1695200814,-1.228595,2.488999,5.726620,-83.973640,-136.985611,215.003540,0.705167,0.109066,0.553838,0.429078,
459,1695217481,-0.530330,3.121011,5.971246,-103.217239,-127.781502,210.750778,0.703676,0.122764,0.530467,0.456479,
460,1695234148,0.480561,4.133564,6.418893,-106.442749,-128.028061,207.684570,0.701411,0.135727,0.506113,0.483167,
461,1695250815,0.704519,5.037776,6.150159,-87.822868,-134.177017,206.163895,0.698305,0.150711,0.481723,0.507542,
462,1695267482,1.149479,6.837889,6.383950,-77.531364,-140.321503,206.292938,0.694383,0.166989,0.456767,0.530387,
463,1695284149,1.303149,8.364355,7.267124,-94.220543,-146.702530,208.086243,0.690100,0.181951,0.429148,0.553614,
464,1695300816,0.749656,10.014158,8.630628,-119.299278,-154.872421,206.260330,0.685992,0.194650,0.398035,0.577143,
465,1695317483,-0.115528,11.758624,10.097235,-147.272110,-167.696899,199.530243,0.682724,0.204898,0.362768,0.600254,
466,1695334150,-0.746209,12.433284,10.988711,-169.173935,-180.077011,184.329254,0.680726,0.212853,0.324104,0.621500,
467,1695350817,-0.071131,14.068477,12.289483,-200.467682,-191.722733,162.844208,0.680725,0.217301,0.281447,0.640455,
468,1695367484,0.832662,15.153267,14.324321,-244.909271,-205.411865,135.155960,0.683613,0.216976,0.233513,0.656557,
469,1695384151,2.124534,15.385058,16.341719,-275.922791,-223.838104,100.114548,0.689547,0.213550,0.181267,0.667880,
470,1695400818,4.051793,14.406862,18.060579,-274.314392,-245.684967,57.462238,0.698094,0.210665,0.127787,0.672276,
471,1695417485,5.000263,12.269112,18.634949,-250.345184,-263.995453,8.084203,0.709027,0.210488,0.075936,0.668737,
472,1695434152,7.104823,10.459742,19.659189,-223.636276,-274.083130,-46.633888,0.722587,0.212871,0.027102,0.657130,
473,1695450819,10.442104,9.113729,21.104704,-227.864136,-279.280823,-100.010689,0.739321,0.214504,-0.021117,0.637924,
474,1695467486,14.659489,6.162001,20.133018,-265.677582,-278.468018,-153.014389,0.759676,0.211468,-0.071048,0.610840,
475,1695484153,19.581734,2.499394,19.291016,-298.999146,-267.691162,-208.749924,0.783049,0.203547,-0.120782,0.575165,
476,1695500820,24.001587,-1.780878,18.099550,-298.217316,-248.295578,-269.662415,0.808238,0.194266,-0.165948,0.530541,
477,1695517487,29.116665,-3.527848,17.655062,-282.477631,-217.144943,-330.445953,0.834440,0.184982,-0.203793,0.477451,
478,1695534154,36.731396,-6.825174,16.949831,-312.793610,-170.797028,-387.504272,0.862199,0.169533,-0.235566,0.415186,
479,1695550821,45.751163,-14.539818,14.470739,-388.995117,-101.537041,-451.753204,0.892145,0.141468,-0.260181,0.341132,
480,1695567488,54.436184,-26.923576,11.898460,-448.032562,0.221734,-537.176025,0.923225,0.102748,-0.270576,0.252761,
481,1695584155,63.535740,-43.583645,5.224625,-428.932007,139.708633,-652.132568,0.952717,0.064879,-0.256867,0.148798,
482,1695600822,80.819420,-51.653648,-10.120650,-310.830780,343.185059,-773.247620,0.976731,0.042603,-0.207724,0.032137,
483,1695617489,99.739990,-47.667110,-20.715969,-99.999985,602.652649,-854.268005,0.987914,0.050755,-0.116607,-0.088617,
484,1695634156,111.717354,-35.087570,-37.629757,-34.529793,915.946228,-871.174255,0.975781,0.071431,0.021282,-0.205659,
485,1695650823,131.480179,-35.218178,-57.487801,-202.093964,1290.698730,-802.854431,0.926307,0.077296,0.214567,-0.299903,
486,1695667490,155.421082,-47.018475,-76.835716,-321.412964,1616.312256,-676.449707,0.820910,0.081192,0.441885,-0.352494,
487,1695684157,115.795837,-25.566952,-63.459862,-1000.129333,1608.125488,-262.058075,0.687328,0.025273,0.666176,-0.288361,
488,1695700824,82.910500,-19.780046,-0.802802,-1591.867554,1094.996948,315.086945,0.575093,-0.057433,0.811064,-0.090251,
489,1695717491,114.570038,-11.609382,-76.693588,-103.278458,1001.566040,676.239685,0.457330,0.027096,0.888403,-0.029236,
490,1695734158,127.529648,-9.101973,-66.806290,554.610840,988.947021,685.250061,0.322821,0.155169,0.932238,-0.051391,
491,1695750825,123.541771,5.898616,-48.148193,363.759766,938.944702,651.214417,0.188039,0.264458,0.944618,-0.048989,
492,1695767492,99.649117,21.883989,-43.945740,-264.125336,774.324097,769.838745,0.095369,0.364487,0.925546,0.037678,
493,1695784159,72.785416,27.340837,-53.676315,-909.158569,505.846100,994.154724,0.068374,0.474151,0.855126,0.198157,
494,1695800826,57.386890,23.878399,-58.152508,-1224.711426,135.351608,1164.891846,0.100296,0.587348,0.716193,0.363360,
495,1695817493,57.404427,9.992432,-58.295734,-1131.150635,-249.550934,1177.595337,0.157500,0.688698,0.533229,0.465355,
496,1695834160,66.364883,2.668213,-49.669765,-633.707336,-496.712677,1061.963013,0.184751,0.776639,0.363596,0.480101,
497,1695850827,70.894104,0.431823,-35.659477,-221.333130,-569.228638,921.101746,0.173412,0.848794,0.224609,0.446126,
498,1695867494,54.961823,7.870269,-24.313745,-177.676743,-566.305359,780.921021,0.161575,0.897756,0.100382,0.397305,
499,1695884161,46.613770,10.954771,-22.053848,-333.306183,-546.551086,636.026367,0.174961,0.922973,-0.015463,0.342449,
500,1695900828,43.800743,9.778958,-24.740761,-441.312531,-517.165161,494.209534,0.207074,0.929458,-0.116736,0.282138,
501,1695917495,43.423698,3.245819,-22.914583,-437.751740,-470.320343,357.779358,0.242345,0.924171,-0.196554,0.220325,
502,1695934162,36.590199,0.482156,-17.094553,-328.708527,-416.521332,227.979828,0.266420,0.916146,-0.251785,0.162177,
503,1695950829,32.061352,0.647984,-13.179758,-181.289963,-351.133545,113.291687,0.274541,0.911602,-0.284411,0.112783,
504,1695967496,31.200607,3.962750,-10.695477,-52.819107,-279.980865,19.646460,0.269381,0.912465,-0.298921,0.074077,
505,1695984163,31.803488,6.624348,-7.977166,-29.018749,-215.941727,-53.290138,0.264266,0.915461,-0.300557,0.041943,
506,1696000830,28.703230,6.618251,-8.410819,-47.527203,-162.149734,-108.894310,0.264071,0.918962,-0.292540,0.013992,
507,1696017497,24.908783,3.876940,-9.538896,-13.151196,-113.914375,-154.173492,0.261229,0.924855,-0.276302,-0.007790,
508,1696034164,19.640722,2.646953,-10.714028,91.122383,-71.072906,-193.718689,0.245810,0.935486,-0.252979,-0.021099,
509,1696050831,15.623301,3.249390,-11.505198,180.955124,-33.434452,-225.942596,0.219115,0.949288,-0.223844,-0.027090,
510,1696067498,13.598229,3.905570,-11.457667,202.127472,-2.565683,-251.624603,0.189974,0.962831,-0.189822,-0.028878,
511,1696084165,11.797278,2.948027,-11.297291,185.214142,21.071667,-272.448730,0.163349,0.974419,-0.151734,-0.028319,
512,1696100832,10.408510,1.750884,-10.703341,160.464661,38.660599,-290.446259,0.140174,0.983625,-0.110225,-0.026159,
513,1696117499,9.242017,-0.046908,-10.751320,139.062485,50.532013,-306.905426,0.119859,0.990345,-0.065776,-0.022901,
514,1696134166,8.672982,-0.918836,-9.870593,123.532921,56.511421,-321.676453,0.101495,0.994473,-0.018879,-0.019114,
515,1696150833,7.702857,-1.678917,-10.312404,119.417076,56.195919,-332.802032,0.083435,0.995951,0.029682,-0.015479,
516,1696167500,6.896971,-2.026372,-9.931500,124.551643,50.900986,-338.825867,0.064419,0.994714,0.078957,-0.012645,
517,1696184167,6.093678,-2.193691,-9.570831,135.383636,38.911831,-338.815979,0.043801,0.990754,0.127878,-0.011616,
518,1696200834,4.993340,-2.109617,-9.391312,146.012634,23.426367,-332.729797,0.021837,0.984161,0.175451,-0.012927,
519,1696217501,3.412951,-1.962902,-9.139380,148.262573,9.596007,-321.544342,-0.000123,0.975161,0.220905,-0.016189,
520,1696234168,1.313592,-2.560723,-9.298279,132.541733,0.489069,-307.571594,-0.019515,0.964149,0.263872,-0.020184,
521,1696250835,-0.483407,-3.289384,-9.781407,100.940056,-0.513427,-293.492371,-0.034342,0.951649,0.304388,-0.023095,
522,1696267502,-0.861510,-4.198482,-9.846327,65.334076,2.859950,-280.520996,-0.044269,0.938115,0.342644,-0.023979,
523,1696284169,-0.611704,-4.851010,-10.121798,38.280022,6.985858,-269.046051,-0.050584,0.923792,0.378841,-0.022984,
524,1696300836,-0.261509,-5.135796,-9.363770,16.999090,9.011928,-256.604797,-0.054023,0.908955,0.412866,-0.020599,
525,1696317503,-0.564403,-5.970991,-8.753244,6.536014,6.812484,-244.681091,-0.055828,0.893700,0.444816,-0.017942,
526,1696334170,-1.410068,-6.833939,-8.559381,7.568543,3.116934,-234.528229,-0.057424,0.878001,0.474936,-0.015893,
527,1696350837,-1.829922,-7.348573,-8.635122,13.427324,-1.903803,-225.809433,-0.059326,0.861860,0.503442,-0.014948,
528,1696367504,-1.997823,-7.492738,-8.978399,24.423573,-7.696687,-217.291290,-0.062092,0.845337,0.530383,-0.015596,
529,1696384171,-2.093718,-7.145556,-9.280875,32.874802,-13.623317,-207.335785,-0.065350,0.828672,0.555624,-0.017705,
530,1696400838,-2.080791,-6.757520,-9.013272,28.242260,-19.281437,-195.202377,-0.067495,0.812289,0.578984,-0.020229,
531,1696417505,-2.364308,-6.633796,-8.736375,17.178530,-23.913208,-182.571381,-0.067848,0.796436,0.600484,-0.022484,
532,1696434172,-2.838371,-6.793778,-8.671688,9.059986,-27.779942,-170.918747,-0.066832,0.781130,0.620294,-0.024586,
533,1696450839,-3.496912,-7.061087,-8.754348,6.168210,-30.242094,-161.545990,-0.065187,0.766218,0.638704,-0.026792,
534,1696467506,-3.693867,-7.105511,-8.748143,6.151531,-33.636875,-152.795776,-0.063150,0.751690,0.655825,-0.029456,
535,1696484173,-3.657980,-6.927714,-8.429390,9.466785,-38.039772,-143.215988,-0.060979,0.737658,0.671605,-0.033002,
536,1696500840,-3.359075,-6.605179,-7.982616,14.864848,-43.840347,-132.866333,-0.058741,0.724236,0.686006,-0.037788,
537,1696517507,-3.176799,-6.239592,-7.635402,21.492914,-50.334217,-122.160545,-0.056470,0.711501,0.699029,-0.044007,
538,1696534174,-3.087465,-5.798110,-7.208221,26.327282,-56.411156,-111.643921,-0.053991,0.699500,0.710732,-0.051428,
539,1696550841,-3.409856,-5.713292,-6.979720,28.422218,-60.840069,-102.425255,-0.051180,0.688171,0.721284,-0.059583,
540,1696567508,-3.792473,-5.722690,-7.481087,31.913811,-61.770901,-95.857574,-0.048547,0.677287,0.730937,-0.068239,
541,1696584175,-4.058234,-5.586684,-7.773345,34.819988,-58.860725,-91.552505,-0.046452,0.666675,0.739910,-0.076939,
542,1696600842,-4.491928,-5.870523,-8.481133,33.984001,-52.874111,-89.073807,-0.044880,0.656226,0.748419,-0.084977,
543,1696617509,-4.433662,-6.113783,-9.345959,32.061440,-44.308086,-88.342766,-0.044036,0.645818,0.756650,-0.091983,
544,1696634176,-3.641870,-6.346964,-10.183142,27.134254,-36.129131,-87.905327,-0.043614,0.635458,0.764690,-0.097673,
545,1696650843,-2.747263,-6.520546,-11.085765,16.375195,-29.230915,-86.970276,-0.042945,0.625244,0.772605,-0.101525,
546,1696667510,-2.032527,-6.650651,-11.540846,2.996966,-24.997032,-84.131531,-0.041487,0.615384,0.780301,-0.103497,
547,1696684177,-0.811853,-6.974427,-11.486177,-4.857633,-24.865795,-79.990532,-0.039275,0.605946,0.787623,-0.104580,
548,1696700844,-0.071620,-7.231685,-11.119848,0.958482,-29.139944,-76.133835,-0.037026,0.596761,0.794429,-0.106719,
549,1696717511,-0.349955,-7.092381,-10.557489,17.316854,-36.285976,-73.198814,-0.035327,0.587627,0.800651,-0.111373,
550,1696734178,0.261481,-6.186647,-9.784414,32.900368,-47.066257,-68.896500,-0.033634,0.578644,0.806184,-0.118773,
551,1696750845,0.717974,-4.840303,-9.112265,40.885048,-59.634567,-62.671085,-0.031030,0.570027,0.810973,-0.128180,
552,1696767512,0.992710,-3.208525,-8.407945,36.765995,-70.421371,-54.539562,-0.026660,0.562073,0.815056,-0.138008,
553,1696784179,0.968073,-1.845044,-7.437238,13.350574,-76.914436,-45.684265,-0.019426,0.555024,0.818763,-0.145598,
554,1696800846,0.772899,-0.964066,-6.517811,-24.059694,-77.778038,-38.171452,-0.008910,0.548859,0.822517,-0.148797,
555,1696817513,0.713759,-0.371388,-6.062151,-60.961124,-72.043938,-32.285183,0.003993,0.543464,0.826434,-0.147097,
556,1696834180,1.546848,1.133284,-5.415580,-90.486183,-61.368847,-26.145138,0.018075,0.538885,0.830305,-0.140962,
557,1696850847,2.133659,0.985488,-4.341986,-118.675110,-49.527725,-19.999859,0.033056,0.535046,0.834040,-0.130427,
558,1696867514,1.741080,-0.525348,-4.399842,-144.554443,-34.841835,-20.614594,0.048239,0.531062,0.838030,-0.115551,
559,1696884181,1.251923,-1.412980,-5.560617,-154.683228,-16.557402,-26.832928,0.061843,0.526286,0.842373,-0.098010,
560,1696900848,-0.306134,-1.869836,-8.534566,-141.608887,8.082324,-31.593044,0.071324,0.521136,0.846700,-0.080177,
561,1696917515,-3.226576,-6.193106,-7.634825,-115.805588,37.139641,-55.262291,0.074962,0.513460,0.852469,-0.063530,
562,1696934182,-3.432000,-5.920790,-10.097714,-80.307213,58.496521,-82.740829,0.073013,0.502770,0.859880,-0.049977,
563,1696950849,-2.384754,-6.284655,-9.545083,-28.598240,74.582649,-112.461258,0.065021,0.488835,0.868934,-0.042020,
564,1696967516,-0.679927,-5.586983,-9.857689,47.090389,74.780754,-142.174179,0.051403,0.471618,0.879209,-0.043885,
565,1696984183,0.612991,-4.770956,-12.031479,131.080872,62.506783,-163.105911,0.033410,0.451896,0.889591,-0.057458,
566,1697000850,0.491704,-4.928910,-12.314589,171.398453,40.562840,-177.534317,0.015440,0.429792,0.899447,-0.077695,
567,1697017517,1.417402,-4.537103,-13.016167,159.752686,12.838406,-182.573593,0.001739,0.406134,0.908536,-0.098054,
568,1697034184,0.199385,-4.368988,-13.263919,114.583641,-13.566137,-178.694794,-0.005760,0.382148,0.917037,-0.113895,
569,1697050851,-0.771869,-4.839621,-13.670678,60.509617,-33.427990,-169.636841,-0.007457,0.358765,0.925187,-0.123538,
570,1697067518,-1.437565,-4.936691,-13.772895,25.514868,-47.299496,-157.931290,-0.005251,0.336509,0.932771,-0.129126,
571,1697084185,-1.429991,-4.557664,-13.367896,10.330148,-57.444221,-143.308365,-0.000651,0.315870,0.939422,-0.133087,
572,1697100852,-1.429859,-4.068943,-12.797814,1.099396,-66.003754,-126.910011,0.005858,0.297158,0.945059,-0.136115,
573,1697117519,-2.232089,-3.799093,-12.298364,-6.430581,-72.971695,-110.224464,0.013975,0.280472,0.949739,-0.138335,
574,1697134186,-3.500030,-3.743111,-11.916597,-11.787298,-76.987892,-95.150085,0.023164,0.265678,0.953576,-0.139897,
575,1697150853,-4.452068,-3.764707,-11.439542,-14.494918,-78.033325,-82.322533,0.032858,0.252554,0.956685,-0.141035,
576,1697167520,-4.627749,-3.816123,-10.982971,-14.556826,-77.519142,-70.846588,0.042714,0.240972,0.959130,-0.142052,
577,1697184187,-4.778796,-3.716161,-10.445925,-11.742393,-76.229713,-59.256454,0.052525,0.230998,0.960907,-0.143312,
578,1697200854,-4.600099,-3.646064,-9.985025,-8.568572,-75.004028,-47.585159,0.062295,0.222662,0.962059,-0.144859,
579,1697217521,-4.762886,-3.542628,-9.512752,-7.101929,-73.604477,-35.696457,0.072067,0.215998,0.962657,-0.146434,
580,1697234188,-5.124919,-3.414845,-9.021529,-11.544134,-71.115265,-24.028645,0.081873,0.210946,0.962881,-0.147168,
581,1697250855,-5.069102,-3.131064,-8.656848,-19.906023,-67.572128,-12.222753,0.091688,0.207498,0.962853,-0.146466,
582,1697267522,-4.975561,-2.857735,-8.304703,-27.427557,-63.674335,0.249030,0.101444,0.205759,0.962558,-0.144411,
583,1697284189,-4.625596,-2.817230,-7.918463,-36.468090,-60.680050,12.051898,0.111294,0.205581,0.962041,-0.140813,
584,1697300856,-4.467546,-2.948888,-7.822633,-46.953972,-58.137444,22.175840,0.121299,0.206678,0.961360,-0.135492,
585,1697317523,-4.420668,-3.187160,-8.008699,-56.026939,-55.712971,29.833778,0.131375,0.208703,0.960534,-0.128676,
586,1697334190,-4.483862,-3.527480,-8.018135,-65.520256,-53.637177,35.951160,0.141544,0.211405,0.959579,-0.120336,
587,1697350857,-4.451678,-3.979077,-8.160465,-71.637398,-53.166031,41.517075,0.151906,0.214724,0.958383,-0.110994,
588,1697367524,-4.198587,-4.277528,-8.438071,-64.899857,-53.573112,47.221832,0.162178,0.218935,0.956697,-0.102459,
589,1697384191,-3.800814,-4.350858,-8.565364,-51.436569,-54.924915,53.235699,0.172268,0.224235,0.954404,-0.095686,
590,1697400858,-3.638469,-3.911363,-8.548389,-41.404430,-56.589752,59.580997,0.182318,0.230600,0.951551,-0.090189,
591,1697417525,-3.700072,-3.456076,-8.334063,-37.704151,-57.859783,66.661018,0.192477,0.237978,0.948201,-0.085048,
592,1697434192,-3.559962,-3.247055,-7.997010,-41.469555,-58.763424,73.020325,0.202929,0.246062,0.944455,-0.079229,
593,1697450859,-3.373491,-3.205574,-7.702265,-43.736469,-59.511070,77.632019,0.213570,0.254642,0.940330,-0.072975,
594,1697467526,-3.094617,-3.166944,-7.354378,-39.398720,-59.788887,80.362793,0.224064,0.263660,0.935820,-0.067228,
595,1697484193,-2.763146,-3.010400,-6.909913,-30.409359,-59.758480,81.304825,0.234164,0.273031,0.930965,-0.062661,
596,1697500860,-2.269013,-2.724963,-6.389922,-23.391016,-59.682152,81.234856,0.243917,0.282564,0.925839,-0.059036,
597,1697517527,-1.423182,-2.216473,-5.854731,-23.244444,-59.476768,81.680206,0.253584,0.292093,0.920493,-0.055398,
598,1697534194,-0.457300,-1.891689,-5.378371,-27.781128,-60.266579,83.696983,0.263504,0.301645,0.914858,-0.051102,
599,1697550861,-0.077907,-1.415640,-5.281631,-22.500128,-60.094185,86.570930,0.273122,0.311704,0.908846,-0.047382,
600,1697567528,0.614925,-1.032510,-5.510675,-9.810953,-56.977966,89.567688,0.281703,0.322604,0.902518,-0.045070,
601,1697584195,0.867521,-0.753818,-6.123194,0.059571,-49.266857,92.137115,0.288756,0.334217,0.896114,-0.043578,
602,1697600862,2.008936,0.038571,-5.669885,-2.492387,-39.828014,94.463585,0.294646,0.346007,0.889813,-0.041187,
603,1697617529,2.665305,-0.284635,-5.197055,-21.347788,-32.397491,95.062416,0.300456,0.357033,0.883721,-0.035947,
604,1697634196,2.686757,-0.844171,-4.798926,-34.571419,-24.716097,90.447380,0.305866,0.366849,0.878088,-0.028802,
605,1697650863,1.858291,-0.077915,-4.683825,-20.710022,-12.878005,82.463959,0.308927,0.376245,0.873194,-0.023146,
606,1697667530,0.897176,0.966346,-4.633050,7.449836,7.222276,73.638588,0.307816,0.385803,0.869478,-0.020362,
607,1697684197,0.623830,1.868643,-3.875642,22.309349,34.568993,62.172421,0.302338,0.394614,0.867486,-0.018434,
608,1697700864,0.373167,2.595296,-3.395658,14.761600,65.451050,45.634583,0.293312,0.401044,0.867710,-0.014506,
609,1697717531,0.839050,2.342637,-3.835930,6.101160,98.500496,23.312737,0.280519,0.404294,0.870507,-0.008505,
610,1697734198,0.813970,1.305337,-4.366047,25.779703,134.469528,-5.998136,0.261888,0.404564,0.876200,-0.004072,
611,1697750865,0.349272,0.747772,-5.545252,75.157852,173.005463,-41.398495,0.235259,0.401992,0.884890,-0.005011,
612,1697767532,0.793872,2.205865,-6.723792,117.366241,212.373260,-77.578270,0.200810,0.395810,0.896049,-0.010315,
613,1697784199,-0.140705,3.484878,-9.583793,117.502365,252.689270,-107.727509,0.160722,0.385126,0.908650,-0.014176,
614,1697800866,-2.939309,3.987845,-14.582544,102.725685,295.862183,-130.193863,0.115360,0.370397,0.921574,-0.014156,
615,1697817533,-10.476305,21.771343,-46.078777,-223.917816,234.952255,-105.702721,0.095510,0.352453,0.930557,0.026805,
616,1697834200,-4.744858,-3.150279,-20.511200,-336.953613,147.529266,-63.634293,0.092878,0.338053,0.933184,0.079139,
617,1697850867,-0.792633,-4.803367,-19.527382,78.035278,144.908279,-66.740128,0.070065,0.328245,0.939013,0.074845,
618,1697867534,-3.696870,-0.209729,-16.922022,295.304443,120.768486,-79.310539,0.040213,0.318713,0.946175,0.039480,
619,1697884201,-4.886164,3.286430,-14.672719,259.631042,87.728157,-81.917412,0.016503,0.308155,0.951164,0.007388,
620,1697900868,-4.462853,5.209470,-14.567964,72.979713,55.335819,-65.836143,0.005619,0.299103,0.954204,-0.000306,
621,1697917535,-3.857251,3.948041,-16.334969,-105.782867,26.542513,-37.175972,0.006526,0.293809,0.955715,0.015593,
622,1697934202,-3.666063,0.417587,-17.015347,-173.613571,-1.875511,-10.359931,0.014233,0.292114,0.955452,0.039733,
623,1697950869,-3.774400,-2.482510,-16.361807,-141.726196,-30.923548,4.846379,0.024538,0.292611,0.954142,0.058216,
624,1697967536,-4.204879,-3.369791,-14.318219,-71.839073,-57.862419,9.507050,0.035569,0.294137,0.952829,0.065842,
625,1697984203,-4.046934,-2.480503,-12.119384,-21.407778,-79.343689,9.152491,0.047425,0.296028,0.951747,0.065535,
626,1698000870,-3.481677,-1.158110,-9.775056,-7.731312,-94.503960,8.595250,0.060794,0.298027,0.950557,0.062656,
627,1698017537,-2.457625,0.067386,-7.488912,-21.541521,-104.271935,8.877777,0.076102,0.299961,0.948937,0.061247,
628,1698034204,-0.847139,0.409780,-5.440046,-43.902508,-110.210854,8.740827,0.093189,0.301597,0.946800,0.062646,
629,1698050871,0.019278,0.442380,-4.151613,-53.309738,-111.076637,6.145898,0.110802,0.302657,0.944386,0.065250,
630,1698067538,-0.328678,0.029769,-3.758999,-42.664650,-104.213020,-0.290115,0.127028,0.302845,0.942187,0.066574,
631,1698084205,-0.755709,0.033626,-4.037256,-23.816814,-87.006126,-9.199606,0.140121,0.301924,0.940673,0.065895,
632,1698100872,0.121578,0.506360,-3.248719,-16.812916,-63.991413,-17.696581,0.149816,0.299716,0.939941,0.065089,
633,1698117539,1.948094,1.522166,-2.036570,-20.404854,-43.115551,-23.504522,0.156852,0.296414,0.939808,0.065555,
634,1698134206,3.058443,1.408901,-1.446168,-19.289406,-24.780741,-29.114105,0.161370,0.292180,0.940300,0.066534,
635,1698150873,2.700333,1.094836,-2.694695,-4.270212,-2.630747,-39.857483,0.162308,0.286606,0.941880,0.066155,
636,1698167540,2.002337,0.652137,-3.384130,15.879172,26.709093,-55.033203,0.158512,0.279129,0.944923,0.063881,
637,1698184207,2.039651,0.528471,-4.243830,34.898376,59.979630,-71.486832,0.149490,0.269480,0.949441,0.059960,
638,1698200874,2.381772,1.075612,-5.322010,62.628254,95.815964,-84.155380,0.134485,0.258288,0.955174,0.053324,
639,1698217541,2.562392,1.959428,-6.530039,85.551102,134.546265,-91.398392,0.113208,0.246091,0.961570,0.044791,
640,1698234208,1.223893,1.825774,-9.185089,86.140625,178.481689,-95.008072,0.085682,0.232902,0.967986,0.037656,
641,1698250875,-7.478785,-2.581143,-49.874954,80.061348,95.414688,-95.268456,0.069982,0.219877,0.972596,0.028536,
642,1698267542,-7.428514,6.189943,-16.713055,73.821014,27.294559,-84.995850,0.064061,0.208428,0.975768,0.018195,
643,1698284209,-1.039661,1.088909,-11.177619,18.377911,57.842911,-75.860977,0.055470,0.197639,0.978561,0.016743,
644,1698300876,0.122913,-0.889690,-11.539147,-28.729343,62.557068,-63.262333,0.047521,0.188216,0.980725,0.022235,
645,1698317543,0.418546,-1.309215,-13.317703,-48.481480,46.924290,-45.725475,0.042276,0.181179,0.982076,0.030234,
646,1698334210,0.210976,-1.223293,-13.843105,-44.140812,15.881240,-24.576139,0.041250,0.177308,0.982597,0.036919,
647,1698350877,-0.342769,-0.704717,-13.783402,-30.250656,-22.593319,-1.931156,0.045240,0.176955,0.982333,0.040760,
648,1698367544,-1.197056,-0.529305,-13.254046,-24.632015,-59.226257,17.916637,0.054200,0.179680,0.981290,0.042980,
649,1698384211,-1.425859,-0.442366,-12.224065,-31.707682,-88.464928,31.821938,0.067425,0.184488,0.979461,0.045548,
650,1698400878,-1.678648,-0.276798,-10.680982,-38.899391,-109.161728,39.526356,0.083726,0.190409,0.976918,0.048646,
651,1698417545,-1.337099,-0.110992,-8.720185,-38.933655,-122.700783,41.606739,0.101910,0.196651,0.973808,0.051381,
652,1698434212,-1.290120,0.262883,-7.089715,-32.095455,-129.782516,38.610954,0.120885,0.202541,0.970344,0.052879,
653,1698450879,-1.458877,0.571496,-6.122137,-21.488918,-129.966431,30.872072,0.139585,0.207444,0.966801,0.052718,
654,1698467546,-1.638992,1.186415,-5.342957,-11.878995,-122.037369,19.921110,0.156916,0.210865,0.963479,0.051206,
655,1698484213,-1.344971,2.006138,-4.172662,-8.441693,-107.771111,8.174651,0.172186,0.212549,0.960592,0.049369,
656,1698500880,-0.786494,2.304956,-2.785462,-9.880561,-89.706261,-3.028020,0.185022,0.212456,0.958293,0.048006,
657,1698517547,-0.394864,2.074698,-2.144465,-7.910184,-68.327393,-13.924215,0.194869,0.210720,0.956786,0.046734,
658,1698534214,-0.068449,1.756652,-2.087312,0.265612,-43.258358,-24.854269,0.201034,0.207508,0.956306,0.044786,
659,1698550881,0.165177,1.239342,-2.165701,9.337463,-15.224965,-35.581478,0.203084,0.202878,0.956987,0.042110,
660,1698567548,0.924619,1.565514,-1.965006,16.943399,12.534302,-44.078072,0.201086,0.197113,0.958746,0.038945,
